6.406801e-01
4.740733e+00
1.072568e-02
4.335614e+01 4.142136e-01 
4.623529e-05 3.527618e-02 
4.450675e-05 1.461187e-02 
4.287337e-05 8.034340e-03 
4.132829e-05 5.089620e-03 
3.986526e-05 3.515123e-03 
3.847856e-05 2.574075e-03 
3.716298e-05 1.966601e-03 
3.591374e-05 1.551606e-03 
3.472644e-05 1.255501e-03 
3.359707e-05 1.036811e-03 
3.252191e-05 8.707037e-04 
3.149755e-05 7.415664e-04 
3.052084e-05 6.391830e-04 
2.958886e-05 5.566386e-04 
2.869893e-05 4.891176e-04 
2.784856e-05 4.331821e-04 
2.703543e-05 3.863244e-04 
2.625740e-05 3.466807e-04 
2.551248e-05 3.128423e-04 
2.479882e-05 2.837283e-04 
2.411469e-05 2.584982e-04 
2.345848e-05 2.364905e-04 
2.282870e-05 2.171789e-04 
2.222395e-05 2.001401e-04 
2.164291e-05 1.850310e-04 
2.108437e-05 1.715708e-04 
2.054717e-05 1.595278e-04 
2.003025e-05 1.487100e-04 
1.953259e-05 1.389564e-04 
1.905324e-05 1.301321e-04 
1.859133e-05 1.221225e-04 
1.814602e-05 1.148303e-04 
1.771652e-05 1.081724e-04 
1.730209e-05 1.020773e-04 
1.690203e-05 9.648319e-05 
1.651569e-05 9.133672e-05 
1.614244e-05 8.659133e-05 
1.578171e-05 8.220642e-05 
1.543293e-05 7.814637e-05 
1.509559e-05 7.437986e-05 
1.476919e-05 7.087926e-05 
1.445327e-05 6.762011e-05 
1.414737e-05 6.458071e-05 
1.385109e-05 6.174174e-05 
1.356401e-05 5.908594e-05 
1.328577e-05 5.659790e-05 
1.301600e-05 5.426378e-05 
1.275437e-05 5.207113e-05 
1.250055e-05 2.021320e+01 
5.100000e+01 2.121996e-314 
5.200000e+01 6.953286e-310 
5.300000e+01 2.147775e-315 
5.400000e+01 6.953286e-310 
5.500000e+01 6.953286e-310 
5.600000e+01 2.366679e-310 
5.700000e+01 0.000000e+00 
5.800000e+01 0.000000e+00 
5.900000e+01 2.366679e-310 
6.000000e+01 2.366679e-310 
6.100000e+01 2.366679e-310 
6.200000e+01 2.366679e-310 
6.300000e+01 2.121996e-314 
6.400000e+01 2.121997e-314 
6.500000e+01 4.940656e-324 
6.600000e+01 2.366679e-310 
6.700000e+01 6.953286e-310 
6.800000e+01 6.953286e-310 
6.900000e+01 2.147775e-315 
7.000000e+01 6.953286e-310 
7.100000e+01 0.000000e+00 
7.200000e+01 2.366679e-310 
7.300000e+01 0.000000e+00 
7.400000e+01 0.000000e+00 
7.500000e+01 4.940656e-324 
7.600000e+01 0.000000e+00 
7.700000e+01 2.366662e-310 
7.800000e+01 2.366682e-310 
7.900000e+01 2.366680e-310 
8.000000e+01 0.000000e+00 
8.100000e+01 2.366682e-310 
8.200000e+01 2.964394e-323 
8.300000e+01 2.305224e-314 
8.400000e+01 0.000000e+00 
8.500000e+01 2.366679e-310 
8.600000e+01 6.953286e-310 
8.700000e+01 2.366679e-310 
8.800000e+01 2.366679e-310 
8.900000e+01 3.952525e-323 
9.000000e+01 1.086944e-322 
9.100000e+01 2.075677e-314 
9.200000e+01 2.366679e-310 
9.300000e+01 6.953286e-310 
9.400000e+01 6.953286e-310 
9.500000e+01 2.075677e-314 
9.600000e+01 6.953286e-310 
9.700000e+01 6.953286e-310 
9.800000e+01 2.366680e-310 
9.900000e+01 0.000000e+00 
1.000000e+02 2.366682e-310 
